Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ,@
Synthetic - Diverse Sinusoids + ARP (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with autoregressive process (ARP) covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + ARP (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with autoregressive process (ARP) covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Bells (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with bell-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,620,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Bells (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with bell-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Spikes (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with spike-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,622,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Spikes (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with spike-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Steps (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with step-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,624,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Diverse Sinusoids + Steps (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a diverse sinusoid signal with step-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + ARP (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with autoregressive process (ARP) covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + ARP (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with autoregressive process (ARP) covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Bells (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with bell-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,628,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Bells (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with bell-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,629,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Spikes (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with spike-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,630,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Spikes (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with spike-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Steps (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with step-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Noisy Sinusoids + Steps (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a noisy sinusoid signal with step-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + ARP (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with autoregressive process (ARP) covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + ARP (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with autoregressive process (ARP) covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Bells (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with bell-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Bells (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with bell-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Spikes (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with spike-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,638,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Spikes (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with spike-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Steps (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with step-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Simple Sinusoids + Steps (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a simple sinusoid signal with step-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + ARP (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with autoregressive process (ARP) covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,642,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + ARP (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with autoregressive process (ARP) covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Bells (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with bell-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Bells (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with bell-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Spikes (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with spike-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029. Code for synthetic generation is available.,646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Spikes (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with spike-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Steps (Addition),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with step-type covariates using addition. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic - Single Sinusoids + Steps (Multiplication),Synthetic,2 (Target + 1 Covariate),1827,Daily,Amazon Science GitHub,Amazon Science GitHub,Synthetic time series generated by combining a single sinusoid signal with step-type covariates using multiplication. Each dataset contains 100 individual time series.,Designed for controlled evaluation of forecasting models with covariates. Fictional period 2025-2029.,649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic datasets,Synthetic/Artificial,Not specified,Not specified,Not specified,UCR archive (UCR2018-NEW),Download Synthetic Datasets,These are synthesized by local and global transformations.,Transformed/constructed from UCR2018-NEW.,650,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic Weather Data (Multi-Location),Meteorology/Climate,"6 features (Location, Date_Time, Temperature_C, Humidity_pct, Precipitation_mm, Wind_Speed_kmh)","1 million data points generated for each parameter, across 10 locations","Not explicitly defined, but high frequency (synthetically generated)",Kaggle (Generated using Python's Faker library),Kaggle Synthetic Weather Data,"Synthetic weather data for ten different US cities (e.g., New York, Los Angeles), including temperature, humidity, precipitation, and wind speed. Generated to simulate realistic weather patterns with variability and complexity.","Useful for developing and training weather prediction models, climate studies, and educational purposes. Adjustments made for seasonal variations in different locations.",651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SyntheticControl,Simulated,1,60,Not specified,"timeseriesclassification.com, cs.ucr.edu",SyntheticControl Description,"A synthetic dataset with 6 classes, generated from a control chart simulation. The classes are: Normal, Cyclic, Increasing Trend, Decreasing Trend, Upward Shift, and Downward Shift.",Donated by P. Pham. A 6-class problem with 300 training and 300 testing instances. A classic synthetic dataset for control chart patterns.,652,6,,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
